region,final_cut,data,data_err,ttbar,ttbar_err,signal,signal_err
2JB,MTL > 100,,,38.32412725687027,21.85306856061363,5.2793000638484955,1.4642143906743126
2JBveto,MTL > 100,,,9.213722929358482,14.313238596452567,34.51850041747093,3.744057049387717
4JLowxB,MTL [] 150 520,,,-79.55804228782654,18.883770903905475,0.05996282398700714,0.02998141199350357
4JLowxBveto,MTL [] 150 520,,,-17.11232054233551,6.369103034905684,0.3297955319285393,0.07031264365804417
4JHighxB,MTL > 520,,,11.107788920402527,6.80516816330011,0.0,0.0
4JHighxBveto,MTL > 520,,,-2.178271770477295,2.178271770477295,0.0,0.0
6JB,MTL > 250,,,24.960683345794678,10.886266327946633,0.012668614275753498,0.012668614275753498
6JBveto,MTL > 250,,,0.8130941390991211,3.9552527726717748,0.038005842827260494,0.021942683587097455
